Date,Time,Source IP,Destination IP,Source Port,Destination Port,Protocol,Action,Duration,Sent Bytes,Received Bytes,Sent Packets,Received Packets,Application,Application Category,Policy Name,Shaping Policy Name,Class
2023-11-07,1900-01-01 19:10:54,6,247,53346,443,0,3,193,1665,2327,15,15,18,10,0,0,1
2023-11-07,1900-01-01 19:10:56,6,102,53336,443,0,2,242,1373,2922,19,20,15,3,0,0,1
2023-11-07,1900-01-01 19:10:59,6,30,53360,443,0,3,71,212,2197,5,8,22,1,0,0,1
2023-11-07,1900-01-01 19:11:02,9,358,12829,443,0,2,242,1485,3490,20,23,4,4,0,0,1
2023-11-07,1900-01-01 19:11:02,10,317,61525,443,0,3,7,416,1214,7,11,18,10,0,0,1
2023-11-07,1900-01-01 19:11:03,10,317,61530,443,0,3,7,416,990,7,10,18,10,0,0,1
2023-11-07,1900-01-01 19:11:03,4,194,2835,443,0,1,5,172,4285,4,6,25,1,0,0,1
2023-11-07,1900-01-01 19:11:03,4,194,2837,443,0,1,5,172,92,4,2,25,1,0,0,1
2023-11-07,1900-01-01 19:11:04,9,120,46718,1337,1,0,30,44,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:11:06,9,1,46718,6969,1,0,121,44,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:11:06,7,31,56343,443,0,2,2,481,2304,7,11,18,10,0,0,1
2023-11-07,1900-01-01 19:11:13,9,86,12844,443,0,2,243,1609,2450,19,18,3,6,0,0,1
2023-11-07,1900-01-01 19:11:14,6,142,53337,443,0,2,242,3102,10247,24,27,43,9,0,0,1
2023-11-07,1900-01-01 19:11:17,6,357,53196,443,0,2,1147,14130,29043,157,197,4,4,0,0,1
2023-11-07,1900-01-01 19:11:19,6,107,53370,443,0,1,6,585,7858,12,18,13,3,0,0,0
2023-11-07,1900-01-01 19:11:28,4,290,2838,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:29,4,290,2839,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:30,4,290,2840,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:30,7,132,56344,443,0,1,6,537,7842,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:11:30,7,76,56297,443,0,2,242,4121,5577,25,26,6,3,0,0,1
2023-11-07,1900-01-01 19:11:31,4,290,2841,443,0,3,22,1572,780,10,12,18,10,0,0,1
2023-11-07,1900-01-01 19:11:32,4,290,2842,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:32,4,290,2843,443,0,3,22,1532,780,9,12,18,10,0,0,1
2023-11-07,1900-01-01 19:11:33,7,132,56345,443,0,1,9,537,7843,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:11:33,4,290,2844,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:34,7,132,56346,443,0,1,6,577,7801,12,17,13,3,0,0,0
2023-11-07,1900-01-01 19:11:34,6,339,53363,80,0,3,83,493,1166,12,10,17,10,0,0,1
2023-11-07,1900-01-01 19:11:34,4,290,2845,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:35,6,119,53361,443,0,2,102,332,889,8,6,21,1,0,0,1
2023-11-07,1900-01-01 19:11:35,6,119,53362,443,0,2,102,332,889,8,6,21,1,0,0,1
2023-11-07,1900-01-01 19:11:35,4,290,2846,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:36,9,314,46718,6969,1,0,74,44,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:11:36,4,290,2847,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:37,9,358,12826,443,0,2,278,2359,5506,29,39,4,4,0,0,1
2023-11-07,1900-01-01 19:11:37,4,290,2848,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:37,4,290,2849,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:11:40,7,132,56347,443,0,1,6,577,7842,12,18,13,3,0,0,0
2023-11-07,1900-01-01 19:11:40,7,132,56348,443,0,1,6,537,7842,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:11:47,6,107,53371,443,0,1,6,545,7858,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:11:47,9,270,12971,443,0,2,126,448,1314,9,8,15,3,0,0,1
2023-11-07,1900-01-01 19:11:49,7,132,56350,443,0,1,6,537,7609,11,14,13,3,0,0,0
2023-11-07,1900-01-01 19:11:49,4,13,2850,443,0,1,27,412,1794,10,6,18,10,0,0,1
2023-11-07,1900-01-01 19:11:49,6,107,53372,443,0,1,6,585,7859,12,18,13,3,0,0,0
2023-11-07,1900-01-01 19:11:51,6,107,53373,443,0,1,6,545,7858,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:11:52,4,69,54396,443,1,0,181,5062,7429,4,11,29,4,0,0,0
2023-11-07,1900-01-01 19:11:56,6,185,53374,80,0,1,7,212,7076,5,8,16,10,0,0,0
2023-11-07,1900-01-01 19:12:10,7,206,56352,80,0,2,1,172,323,4,4,1,3,0,0,1
2023-11-07,1900-01-01 19:12:20,9,254,46718,6969,1,0,74,44,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:12:22,8,358,63942,443,0,1,5,172,4921,4,8,4,4,0,0,1
2023-11-07,1900-01-01 19:12:24,8,252,63943,443,0,2,8,450,1435,10,9,25,1,0,0,1
2023-11-07,1900-01-01 19:12:25,8,358,63941,443,0,2,8,1226,3142,14,17,4,4,0,0,1
2023-11-07,1900-01-01 19:12:28,4,207,2745,80,0,3,598,9141,182810,136,136,27,8,0,0,1
2023-11-07,1900-01-01 19:12:31,10,11,61520,443,0,2,112,384,2330,9,7,25,1,0,0,1
2023-11-07,1900-01-01 19:12:33,7,193,56329,443,0,2,141,410,323,9,7,25,1,0,0,1
2023-11-07,1900-01-01 19:12:33,7,193,56335,443,0,2,141,450,549,10,10,25,1,0,0,1
2023-11-07,1900-01-01 19:12:34,7,198,56337,443,0,2,141,410,363,9,8,25,1,0,0,1
2023-11-07,1900-01-01 19:12:34,7,198,56341,443,0,2,141,450,363,10,8,25,1,0,0,1
2023-11-07,1900-01-01 19:12:34,4,134,2815,443,0,2,242,2336,2264,19,20,15,3,0,0,1
2023-11-07,1900-01-01 19:12:34,7,198,56340,443,0,2,141,410,441,9,9,25,1,0,0,1
2023-11-07,1900-01-01 19:12:34,7,198,56336,443,0,2,141,490,363,11,8,25,1,0,0,1
2023-11-07,1900-01-01 19:12:34,7,198,56338,443,0,2,141,490,323,11,7,25,1,0,0,1
2023-11-07,1900-01-01 19:12:35,6,339,53366,443,0,3,143,915,1224,11,13,18,10,0,0,1
2023-11-07,1900-01-01 19:12:42,10,205,61532,80,0,2,62,212,435,5,4,16,10,0,0,1
2023-11-07,1900-01-01 19:12:42,10,366,61534,80,0,2,61,212,440,5,4,30,8,0,0,1
2023-11-07,1900-01-01 19:12:43,10,181,61533,80,0,2,63,292,2059,7,5,30,8,0,0,1
2023-11-07,1900-01-01 19:12:46,7,132,56354,443,0,1,6,537,7842,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:12:49,4,139,2808,80,0,3,286,457,679,11,12,15,3,0,0,1
2023-11-07,1900-01-01 19:12:53,4,69,2814,443,0,2,271,2159,3942,28,28,15,3,0,0,1
2023-11-07,1900-01-01 19:12:57,10,240,61535,443,0,2,3,3719,2500,15,12,25,1,0,0,1
2023-11-07,1900-01-01 19:13:03,6,50,53379,443,0,2,2,339,4273,8,6,31,4,0,0,0
2023-11-07,1900-01-01 19:13:04,6,50,53382,443,0,2,2,339,4274,8,6,31,4,0,0,0
2023-11-07,1900-01-01 19:13:04,6,358,53350,443,0,2,242,1596,3296,26,21,4,4,0,0,1
2023-11-07,1900-01-01 19:13:04,6,162,53380,443,0,2,2,379,4346,9,8,31,4,0,0,0
2023-11-07,1900-01-01 19:13:04,8,333,63944,443,0,2,3,4080,2861,10,8,25,1,0,0,1
2023-11-07,1900-01-01 19:13:05,6,50,53383,443,0,2,2,339,4274,8,6,31,4,0,0,0
2023-11-07,1900-01-01 19:13:05,6,50,53384,443,0,2,2,339,4273,8,6,31,4,0,0,0
2023-11-07,1900-01-01 19:13:05,6,162,53381,443,0,2,3,419,4427,10,10,31,4,0,0,0
2023-11-07,1900-01-01 19:13:05,6,50,53386,443,0,2,2,339,4313,8,7,31,4,0,0,0
2023-11-07,1900-01-01 19:13:06,6,50,53387,443,0,2,2,419,4314,10,7,31,4,0,0,0
2023-11-07,1900-01-01 19:13:06,6,357,53377,443,0,1,5,172,543,4,4,4,4,0,0,1
2023-11-07,1900-01-01 19:13:07,6,50,53388,443,0,2,3,419,4435,10,10,31,4,0,0,0
2023-11-07,1900-01-01 19:13:11,7,132,56323,443,0,2,243,3139,4179,19,23,3,6,0,0,1
2023-11-07,1900-01-01 19:13:13,8,357,63946,443,0,1,5,172,4922,4,8,4,4,0,0,1
2023-11-07,1900-01-01 19:13:15,9,159,12801,443,0,2,402,1353,1901,19,19,18,10,0,0,1
2023-11-07,1900-01-01 19:13:15,8,357,63945,443,0,2,7,1736,4119,24,17,4,4,0,0,1
2023-11-07,1900-01-01 19:13:15,8,236,63947,443,0,2,6,490,2119,11,8,25,1,0,0,1
2023-11-07,1900-01-01 19:13:20,7,132,56359,443,0,1,6,537,7611,11,14,13,3,0,0,0
2023-11-07,1900-01-01 19:13:25,8,357,63948,443,0,2,11,1266,3102,15,16,4,4,0,0,1
2023-11-07,1900-01-01 19:13:25,8,252,63950,443,0,2,11,450,2021,10,14,25,1,0,0,1
2023-11-07,1900-01-01 19:13:27,7,132,56360,443,0,1,6,537,7841,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:13:27,7,132,56361,443,0,1,6,537,7843,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:13:28,4,290,2853,443,0,3,22,486,500,9,11,18,10,0,0,1
2023-11-07,1900-01-01 19:13:29,4,290,2856,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:29,7,311,56349,443,0,2,112,412,2290,10,6,25,1,0,0,1
2023-11-07,1900-01-01 19:13:30,4,290,2857,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:30,4,290,2858,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:32,6,247,53391,443,0,1,16,372,3092,9,4,18,10,0,0,1
2023-11-07,1900-01-01 19:13:32,4,290,2859,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:32,4,290,2860,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:33,4,290,2861,443,0,3,22,1532,780,9,12,18,10,0,0,1
2023-11-07,1900-01-01 19:13:34,4,290,2862,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:34,10,106,61513,443,0,2,242,1646,2495,20,19,3,6,0,0,1
2023-11-07,1900-01-01 19:13:35,7,132,56368,443,0,1,6,537,7843,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:13:35,7,132,56367,443,0,1,6,537,7609,11,14,13,3,0,0,0
2023-11-07,1900-01-01 19:13:35,4,290,2863,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:37,4,290,2864,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:37,4,290,2865,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:38,4,290,2866,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:13:39,7,132,56369,443,0,1,6,537,7842,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:13:40,7,181,56353,80,0,2,62,974,2503,8,7,30,8,0,0,1
2023-11-07,1900-01-01 19:13:43,9,270,12970,443,0,2,242,1440,2643,17,21,15,3,0,0,1
2023-11-07,1900-01-01 19:13:49,4,13,2855,443,0,1,43,505,2057,10,7,18,10,0,0,1
2023-11-07,1900-01-01 19:13:50,4,13,2854,443,0,1,43,505,1834,10,7,18,10,0,0,1
2023-11-07,1900-01-01 19:14:02,6,344,53375,80,0,3,132,254,672,6,7,17,10,0,0,1
2023-11-07,1900-01-01 19:14:07,6,247,53389,80,0,2,54,910,1066,11,6,17,10,0,0,1
2023-11-07,1900-01-01 19:14:07,9,77,12656,443,0,2,602,15798,20780,83,98,13,3,0,0,0
2023-11-07,1900-01-01 19:14:09,7,141,56370,443,0,1,6,774,7986,13,20,13,3,0,0,0
2023-11-07,1900-01-01 19:14:09,9,295,46718,6969,1,0,44,44,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:14:10,6,132,53400,443,0,2,4,482,7504,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:14:13,9,72,12917,443,0,2,332,2624,4078,27,31,7,3,0,0,1
2023-11-07,1900-01-01 19:14:14,7,198,56339,443,0,2,241,1610,45654,39,42,25,1,0,0,1
2023-11-07,1900-01-01 19:14:14,7,193,56333,443,0,2,242,101912,26097,102,49,25,1,0,0,1
2023-11-07,1900-01-01 19:14:18,6,132,53401,443,0,2,4,722,7502,17,18,13,3,0,0,0
2023-11-07,1900-01-01 19:14:20,9,346,46718,6881,1,0,30,134,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:14:20,9,360,46718,6881,1,0,30,134,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:14:22,7,132,56371,443,0,1,16,532,425,8,5,43,9,0,0,1
2023-11-07,1900-01-01 19:14:34,7,141,56375,443,0,1,6,694,7986,11,20,13,3,0,0,0
2023-11-07,1900-01-01 19:14:36,6,132,53402,443,0,2,4,482,7503,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:14:40,9,295,46718,6969,1,0,30,44,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:14:42,6,132,53403,443,0,2,4,722,7503,17,18,13,3,0,0,0
2023-11-07,1900-01-01 19:14:43,6,132,53404,443,0,2,4,482,7503,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:14:43,9,64,13091,443,0,2,153,489,1374,10,9,6,3,0,0,1
2023-11-07,1900-01-01 19:14:43,9,61,13072,443,0,2,177,489,1394,10,9,7,3,0,0,1
2023-11-07,1900-01-01 19:14:43,6,132,53405,443,0,2,4,482,7503,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:14:44,4,3,2867,80,0,2,62,292,4875,7,7,25,1,0,0,1
2023-11-07,1900-01-01 19:14:46,8,86,63940,443,0,2,242,1568,2513,18,19,3,6,0,0,1
2023-11-07,1900-01-01 19:14:46,9,139,13212,443,0,1,5,286,1170,5,5,15,3,0,0,1
2023-11-07,1900-01-01 19:14:48,9,1,46718,6969,1,0,75,44,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:14:49,8,221,63951,443,0,2,2,3857,14941,13,15,20,1,0,0,1
2023-11-07,1900-01-01 19:14:49,4,298,2725,443,0,2,883,7153,3909,59,54,18,10,0,0,1
2023-11-07,1900-01-01 19:14:49,9,341,46718,6969,1,0,75,44,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:14:50,8,231,63952,443,0,2,3,5445,2857,11,9,25,1,0,0,1
2023-11-07,1900-01-01 19:14:54,6,132,53407,443,0,2,4,682,7503,16,18,13,3,0,0,0
2023-11-07,1900-01-01 19:14:56,7,141,56376,443,0,1,6,694,7690,11,15,13,3,0,0,0
2023-11-07,1900-01-01 19:14:56,6,43,53406,80,0,1,7,252,7076,6,8,16,10,0,0,0
2023-11-07,1900-01-01 19:15:02,6,277,53408,443,0,1,6,545,7858,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:15:04,8,40,63953,443,0,2,3,2653,787,13,11,25,1,0,0,1
2023-11-07,1900-01-01 19:15:18,10,151,61293,443,0,2,4250,72777,135932,935,1400,12,1,0,0,1
2023-11-07,1900-01-01 19:15:20,8,221,63954,443,0,2,2,3996,13445,13,15,20,1,0,0,1
2023-11-07,1900-01-01 19:15:23,10,54,61531,443,0,2,242,6917,2666,20,21,15,3,0,0,1
2023-11-07,1900-01-01 19:15:27,8,224,63955,443,0,1,8,1572,2436,13,10,27,8,0,0,1
2023-11-07,1900-01-01 19:15:28,4,290,2868,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:28,4,290,2869,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:29,4,290,2870,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:30,4,290,2871,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:31,4,290,2872,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:32,4,290,2873,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:33,4,290,2874,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:34,4,290,2876,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:35,4,290,2877,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:35,4,290,2878,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:36,4,290,2879,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:37,4,290,2880,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:15:42,8,215,63956,443,0,2,3,5435,2785,12,8,25,1,0,0,1
2023-11-07,1900-01-01 19:15:47,4,375,2881,80,0,2,30,420,1819,9,4,2,5,0,0,0
2023-11-07,1900-01-01 19:15:49,9,61,13071,443,0,2,243,3222,2559,18,21,7,3,0,0,1
2023-11-07,1900-01-01 19:15:50,4,194,2836,443,0,2,293,12307,11506,67,86,25,1,0,0,1
2023-11-07,1900-01-01 19:15:55,10,264,54348,443,1,0,181,4013,7430,5,11,29,4,0,0,0
2023-11-07,1900-01-01 19:15:57,6,277,53409,443,0,1,6,545,7546,11,12,13,3,0,0,0
2023-11-07,1900-01-01 19:15:58,9,192,46718,6969,1,0,75,44,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:15:59,6,357,53378,443,0,2,178,569,1356,12,9,4,4,0,0,1
2023-11-07,1900-01-01 19:16:00,10,353,61542,443,0,3,6,416,1214,7,11,18,10,0,0,1
2023-11-07,1900-01-01 19:16:02,10,14,61509,443,0,2,402,1391,1839,20,18,18,10,0,0,1
2023-11-07,1900-01-01 19:16:03,9,332,13282,443,0,3,5,92,387,2,4,25,1,0,0,1
2023-11-07,1900-01-01 19:16:05,7,77,56383,443,0,1,6,694,7986,11,20,13,3,0,0,0
2023-11-07,1900-01-01 19:16:09,7,132,56365,443,0,2,165,536,1797,11,10,43,9,0,0,1
2023-11-07,1900-01-01 19:16:09,7,141,56358,443,0,2,181,479,1274,10,10,13,3,0,0,0
2023-11-07,1900-01-01 19:16:12,9,64,13090,443,0,2,242,5938,5365,28,25,6,3,0,0,1
2023-11-07,1900-01-01 19:16:15,7,77,56384,443,0,1,16,734,7988,12,20,13,3,0,0,0
2023-11-07,1900-01-01 19:16:27,7,77,56388,443,0,1,6,694,7986,11,20,13,3,0,0,0
2023-11-07,1900-01-01 19:16:36,7,77,56389,443,0,1,6,694,7988,11,20,13,3,0,0,0
2023-11-07,1900-01-01 19:16:40,2,229,52867,443,0,2,3,2756,2317,14,10,25,1,0,0,1
2023-11-07,1900-01-01 19:16:40,6,277,53413,443,0,1,6,545,7858,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:16:42,7,77,56390,443,0,1,6,734,7987,12,20,13,3,0,0,0
2023-11-07,1900-01-01 19:16:44,6,277,53414,443,0,1,6,545,7858,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:16:46,6,277,53415,443,0,1,6,545,7547,11,12,13,3,0,0,0
2023-11-07,1900-01-01 19:16:47,6,277,53416,443,0,1,6,545,7859,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:16:50,7,77,56391,443,0,1,6,734,7986,12,20,13,3,0,0,0
2023-11-07,1900-01-01 19:16:50,8,181,63958,80,0,2,62,212,2059,5,5,30,8,0,0,1
2023-11-07,1900-01-01 19:16:50,8,181,63957,80,0,2,62,212,456,5,4,30,8,0,0,1
2023-11-07,1900-01-01 19:16:50,8,17,63959,80,0,2,61,212,1178,5,4,16,10,0,0,1
2023-11-07,1900-01-01 19:16:50,9,93,13124,443,0,2,242,1569,2695,18,18,3,6,0,0,1
2023-11-07,1900-01-01 19:16:50,6,277,53417,443,0,1,6,545,7859,11,18,13,3,0,0,0
2023-11-07,1900-01-01 19:16:57,10,264,61519,443,0,2,397,19363,3384,40,35,15,3,0,0,1
2023-11-07,1900-01-01 19:16:57,6,277,53418,443,0,1,6,585,7857,12,18,13,3,0,0,0
2023-11-07,1900-01-01 19:16:58,9,332,13283,443,0,1,59,1859,2235,8,6,25,1,0,0,1
2023-11-07,1900-01-01 19:16:58,6,277,53419,443,0,1,6,585,7858,12,18,13,3,0,0,0
2023-11-07,1900-01-01 19:17:04,4,214,2875,443,0,2,112,332,800,8,7,25,1,0,0,1
2023-11-07,1900-01-01 19:17:07,4,10,2832,443,0,2,402,3023,4922,20,22,18,10,0,0,1
2023-11-07,1900-01-01 19:17:12,3,56,8975,443,0,2,242,1223,2079,16,17,15,3,0,0,1
2023-11-07,1900-01-01 19:17:13,9,119,13261,443,0,2,102,332,1041,8,7,21,1,0,0,1
2023-11-07,1900-01-01 19:17:17,6,148,53411,443,0,2,79,487,1272,10,7,15,3,0,0,1
2023-11-07,1900-01-01 19:17:18,9,93,13125,443,0,1,270,691,1751,15,14,3,6,0,0,1
2023-11-07,1900-01-01 19:17:18,6,50,53424,443,0,2,3,419,4439,10,10,31,4,0,0,0
2023-11-07,1900-01-01 19:17:18,6,135,53395,443,0,2,243,3972,6903,25,31,43,9,0,0,1
2023-11-07,1900-01-01 19:17:18,6,50,53423,443,0,3,3,619,4479,15,11,31,4,0,0,0
2023-11-07,1900-01-01 19:17:18,6,50,53425,443,0,3,3,699,4473,17,11,31,4,0,0,0
2023-11-07,1900-01-01 19:17:18,6,50,53426,443,0,3,3,619,4474,15,11,31,4,0,0,0
2023-11-07,1900-01-01 19:17:22,7,77,56393,443,0,1,6,734,7651,12,14,13,3,0,0,0
2023-11-07,1900-01-01 19:17:27,7,132,56364,443,0,2,242,3296,5640,25,24,43,9,0,0,1
2023-11-07,1900-01-01 19:17:28,4,290,2882,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:29,4,290,2883,443,0,3,22,1572,780,10,12,18,10,0,0,1
2023-11-07,1900-01-01 19:17:30,4,290,2884,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:30,9,134,13230,443,0,2,146,569,1372,12,9,15,3,0,0,1
2023-11-07,1900-01-01 19:17:32,4,290,2885,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:32,4,290,2886,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:32,4,290,2887,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:34,4,290,2888,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:34,4,290,2889,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:35,4,290,2890,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:36,4,290,2891,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:37,4,290,2892,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:38,4,290,2893,443,0,3,22,1532,860,9,14,18,10,0,0,1
2023-11-07,1900-01-01 19:17:40,6,358,53396,443,0,2,242,1516,3093,24,20,4,4,0,0,1
2023-11-07,1900-01-01 19:17:40,2,150,52872,443,0,1,5,286,1198,5,5,15,3,0,0,1
2023-11-07,1900-01-01 19:17:41,9,370,46718,1337,1,0,75,137,0,1,0,2,5,0,0,0
2023-11-07,1900-01-01 19:17:46,7,77,56398,443,0,1,6,694,7988,11,20,13,3,0,0,0
2023-11-07,1900-01-01 19:17:57,6,186,53428,80,0,1,7,212,8576,5,9,16,10,0,0,0
2023-11-07,1900-01-01 19:17:58,7,77,56399,443,0,1,6,734,7988,12,20,13,3,0,0,0
2023-11-07,1900-01-01 19:18:04,7,77,56400,443,0,1,6,734,7986,12,20,13,3,0,0,0
2023-11-07,1900-01-01 19:18:05,7,77,56401,443,0,1,6,734,7987,12,20,13,3,0,0,0
2023-11-07,1900-01-01 19:18:07,6,218,53412,443,0,2,112,1722,2256,9,7,25,1,0,0,1
2023-11-07,1900-01-01 19:18:07,7,77,56402,443,0,1,6,694,7691,11,15,13,3,0,0,0
2023-11-07,1900-01-01 19:18:08,6,358,53399,443,0,2,242,1296,2487,20,21,4,4,0,0,1
2023-11-08,1900-01-01 19:20:07,7,77,49208,443,0,1,6,577,7842,12,18,13,3,0,0,0
2023-11-08,1900-01-01 19:20:08,0,77,53519,443,0,2,4,1002,7502,24,18,13,3,0,0,0
2023-11-08,1900-01-01 19:20:10,7,77,49215,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-08,1900-01-01 19:20:11,7,77,49214,443,0,2,2,562,7222,13,11,13,3,0,0,0
2023-11-08,1900-01-01 19:20:12,7,77,49211,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-08,1900-01-01 19:20:14,4,200,13583,443,0,2,12,396,985,8,10,25,1,0,0,1
2023-11-08,1900-01-01 19:20:14,4,283,13604,443,0,1,5,172,2307,4,4,33,4,0,0,1
2023-11-08,1900-01-01 19:20:15,4,201,13587,443,0,2,13,436,985,9,10,25,1,0,0,1
2023-11-08,1900-01-01 19:20:15,4,283,13606,443,0,1,6,396,937,8,8,33,4,0,0,1
2023-11-08,1900-01-01 19:20:15,4,283,13609,443,0,1,6,396,3151,8,10,33,4,0,0,1
2023-11-08,1900-01-01 19:20:15,4,201,13586,443,0,2,13,436,985,9,10,25,1,0,0,1
2023-11-08,1900-01-01 19:20:15,4,283,13607,443,0,1,6,396,3152,8,10,33,4,0,0,1
2023-11-08,1900-01-01 19:20:15,4,283,13608,443,0,1,6,396,3151,8,10,33,4,0,0,1
2023-11-08,1900-01-01 19:20:15,7,77,49216,443,0,1,6,577,7609,12,14,13,3,0,0,0
2023-11-08,1900-01-01 19:20:16,4,73,13622,443,0,2,3,132,3076,3,6,15,3,0,0,1
2023-11-08,1900-01-01 19:20:17,10,358,60989,443,0,2,305,2440,4720,31,35,4,4,0,0,1
2023-11-08,1900-01-01 19:20:17,4,139,13619,443,0,1,5,172,4777,4,7,15,3,0,0,1
2023-11-08,1900-01-01 19:20:17,10,271,61009,443,0,2,242,12323,2571,27,25,15,3,0,0,1
2023-11-08,1900-01-01 19:20:17,10,84,60991,443,0,2,305,29326,5001,48,46,15,3,0,0,1
2023-11-08,1900-01-01 19:20:18,10,82,61027,443,0,2,134,528,1322,11,8,15,3,0,0,1
2023-11-08,1900-01-01 19:20:19,10,81,61034,443,0,2,2,402,7264,9,12,13,3,0,0,0
2023-11-08,1900-01-01 19:20:19,10,81,61035,443,0,2,3,522,7222,12,11,13,3,0,0,0
